,model,persona,variant,pid,vda,vda_normalized
466,llama2,baseline,cot,66.0,0.5578947368421052,
467,llama2,baseline,cot,67.0,0.5368421052631579,
468,llama2,baseline,cot,68.0,0.5263157894736842,
469,llama2,baseline,cot,69.0,0.5684210526315789,
470,llama2,baseline,cot,70.0,0.5555555555555556,
471,llama2,baseline,cot,71.0,0.5555555555555556,
472,llama2,baseline,cot,72.0,0.5666666666666668,
473,llama2,baseline,cot,73.0,0.5555555555555556,
474,llama2,baseline,cot,74.0,0.5473684210526316,
475,llama2,baseline,cot,75.0,0.6111111111111112,
476,llama2,baseline,cot,76.0,0.5555555555555556,
477,llama2,baseline,cot,77.0,0.48888888888888893,
478,llama2,baseline,cot,78.0,0.5882352941176471,
479,llama2,baseline,cot,79.0,0.5555555555555556,
480,llama2,baseline,cot,80.0,0.5555555555555556,
481,llama2,baseline,cot,81.0,0.5666666666666668,
482,llama2,baseline,cot,82.0,0.5368421052631579,
483,llama2,baseline,cot,83.0,0.5111111111111112,
484,llama2,baseline,cot,84.0,0.5444444444444445,
485,llama2,baseline,cot,85.0,0.5666666666666668,
486,llama2,baseline,cot,86.0,0.5684210526315789,
487,llama2,baseline,cot,87.0,0.5368421052631579,
488,llama2,baseline,cot,88.0,0.5555555555555556,
489,llama2,baseline,cot,89.0,0.5333333333333333,
490,llama2,baseline,cot,90.0,0.5444444444444445,
491,llama2,baseline,cot,91.0,0.5555555555555556,
492,llama2,baseline,cot,92.0,0.5473684210526316,
493,llama2,baseline,cot,93.0,0.5473684210526316,
494,llama2,baseline,cot,94.0,0.5666666666666668,
495,llama2,baseline,cot,95.0,0.5052631578947369,
496,llama2,baseline,cot,96.0,0.5529411764705883,
497,llama2,baseline,cot,97.0,0.5894736842105264,
498,llama2,baseline,cot,98.0,0.5444444444444445,
499,llama2,baseline,cot,99.0,0.56,
500,llama3.1,baseline,cot,0.0,0.6100000000000001,
501,llama3.1,baseline,cot,1.0,0.5900000000000001,
502,llama3.1,baseline,cot,2.0,0.56,
503,llama3.1,baseline,cot,3.0,0.56,
504,llama3.1,baseline,cot,4.0,0.6300000000000001,
505,llama3.1,baseline,cot,5.0,0.5700000000000001,
506,llama3.1,baseline,cot,6.0,0.55,
507,llama3.1,baseline,cot,7.0,0.5900000000000001,
508,llama3.1,baseline,cot,8.0,0.55,
509,llama3.1,baseline,cot,9.0,0.5700000000000001,
510,llama3.1,baseline,cot,10.0,0.5900000000000001,
511,llama3.1,baseline,cot,11.0,0.5800000000000001,
512,llama3.1,baseline,cot,12.0,0.53,
513,llama3.1,baseline,cot,13.0,0.55,
514,llama3.1,baseline,cot,14.0,0.5700000000000001,
515,llama3.1,baseline,cot,15.0,0.5700000000000001,
516,llama3.1,baseline,cot,16.0,0.5800000000000001,
517,llama3.1,baseline,cot,17.0,0.6,
518,llama3.1,baseline,cot,18.0,0.58,
519,llama3.1,baseline,cot,19.0,0.58,
520,llama3.1,baseline,cot,20.0,0.54,
521,llama3.1,baseline,cot,21.0,0.6,
522,llama3.1,baseline,cot,22.0,0.6100000000000001,
523,llama3.1,baseline,cot,23.0,0.5800000000000001,
524,llama3.1,baseline,cot,24.0,0.6100000000000001,
525,llama3.1,baseline,cot,25.0,0.5900000000000001,
526,llama3.1,baseline,cot,26.0,0.51,
527,llama3.1,baseline,cot,27.0,0.58,
528,llama3.1,baseline,cot,28.0,0.5700000000000001,
529,llama3.1,baseline,cot,29.0,0.6100000000000001,
530,llama3.1,baseline,cot,30.0,0.56,
531,llama3.1,baseline,cot,31.0,0.62,
532,llama3.1,baseline,cot,32.0,0.5900000000000001,
533,llama3.1,baseline,cot,33.0,0.56,
534,llama3.1,baseline,cot,34.0,0.5700000000000001,
535,llama3.1,baseline,cot,35.0,0.5900000000000001,
536,llama3.1,baseline,cot,36.0,0.6,
537,llama3.1,baseline,cot,37.0,0.5700000000000001,
538,llama3.1,baseline,cot,38.0,0.58,
539,llama3.1,baseline,cot,39.0,0.62,
540,llama3.1,baseline,cot,40.0,0.6,
541,llama3.1,baseline,cot,41.0,0.56,
542,llama3.1,baseline,cot,42.0,0.5800000000000001,
543,llama3.1,baseline,cot,43.0,0.5900000000000001,
544,llama3.1,baseline,cot,44.0,0.53,
545,llama3.1,baseline,cot,45.0,0.5900000000000001,
546,llama3.1,baseline,cot,46.0,0.64,
547,llama3.1,baseline,cot,47.0,0.6300000000000001,
548,llama3.1,baseline,cot,48.0,0.6300000000000001,
549,llama3.1,baseline,cot,49.0,0.56,
550,llama3.1,baseline,cot,50.0,0.62,
551,llama3.1,baseline,cot,51.0,0.56,
552,llama3.1,baseline,cot,52.0,0.6100000000000001,
553,llama3.1,baseline,cot,53.0,0.54,
554,llama3.1,baseline,cot,54.0,0.55,
555,llama3.1,baseline,cot,55.0,0.6100000000000001,
556,llama3.1,baseline,cot,56.0,0.6,
557,llama3.1,baseline,cot,57.0,0.5800000000000001,
558,llama3.1,baseline,cot,58.0,0.54,
559,llama3.1,baseline,cot,59.0,0.6100000000000001,
560,llama3.1,baseline,cot,60.0,0.55,
561,llama3.1,baseline,cot,61.0,0.5900000000000001,
562,llama3.1,baseline,cot,62.0,0.62,
563,llama3.1,baseline,cot,63.0,0.54,
564,llama3.1,baseline,cot,64.0,0.64,
565,llama3.1,baseline,cot,65.0,0.54,
566,llama3.1,baseline,cot,66.0,0.56,
567,llama3.1,baseline,cot,67.0,0.6,
568,llama3.1,baseline,cot,68.0,0.52,
569,llama3.1,baseline,cot,69.0,0.5900000000000001,
570,llama3.1,baseline,cot,70.0,0.5900000000000001,
571,llama3.1,baseline,cot,71.0,0.6,
572,llama3.1,baseline,cot,72.0,0.55,
573,llama3.1,baseline,cot,73.0,0.6100000000000001,
574,llama3.1,baseline,cot,74.0,0.6100000000000001,
575,llama3.1,baseline,cot,75.0,0.54,
576,llama3.1,baseline,cot,76.0,0.6,
577,llama3.1,baseline,cot,77.0,0.6300000000000001,
578,llama3.1,baseline,cot,78.0,0.5700000000000001,
579,llama3.1,baseline,cot,79.0,0.6,
580,llama3.1,baseline,cot,80.0,0.55,
581,llama3.1,baseline,cot,81.0,0.56,
582,llama3.1,baseline,cot,82.0,0.54,
583,llama3.1,baseline,cot,83.0,0.56,
584,llama3.1,baseline,cot,84.0,0.62,
585,llama3.1,baseline,cot,85.0,0.54,
586,llama3.1,baseline,cot,86.0,0.6,
587,llama3.1,baseline,cot,87.0,0.54,
588,llama3.1,baseline,cot,88.0,0.6,
589,llama3.1,baseline,cot,89.0,0.6,
590,llama3.1,baseline,cot,90.0,0.6100000000000001,
591,llama3.1,baseline,cot,91.0,0.6,
592,llama3.1,baseline,cot,92.0,0.5700000000000001,
593,llama3.1,baseline,cot,93.0,0.5900000000000001,
594,llama3.1,baseline,cot,94.0,0.6100000000000001,
595,llama3.1,baseline,cot,95.0,0.56,
596,llama3.1,baseline,cot,96.0,0.55,
597,llama3.1,baseline,cot,97.0,0.6100000000000001,
598,llama3.1,baseline,cot,98.0,0.63,
599,llama3.1,baseline,cot,99.0,0.6300000000000001,
600,mistral,baseline,cot,0.0,0.76,
601,mistral,baseline,cot,1.0,0.78,
602,mistral,baseline,cot,2.0,0.76,
603,mistral,baseline,cot,3.0,0.75,
604,mistral,baseline,cot,4.0,0.76,
605,mistral,baseline,cot,5.0,0.72,
606,mistral,baseline,cot,6.0,0.74,
607,mistral,baseline,cot,7.0,0.75,
608,mistral,baseline,cot,8.0,0.75,
609,mistral,baseline,cot,9.0,0.75,
610,mistral,baseline,cot,10.0,0.72,
611,mistral,baseline,cot,11.0,0.74,
612,mistral,baseline,cot,12.0,0.77,
613,mistral,baseline,cot,13.0,0.77,
614,mistral,baseline,cot,14.0,0.8,
615,mistral,baseline,cot,15.0,0.74,
616,mistral,baseline,cot,16.0,0.74,
617,mistral,baseline,cot,17.0,0.75,
618,mistral,baseline,cot,18.0,0.77,
619,mistral,baseline,cot,19.0,0.76,
620,mistral,baseline,cot,20.0,0.74,
621,mistral,baseline,cot,21.0,0.73,
622,mistral,baseline,cot,22.0,0.78,
623,mistral,baseline,cot,23.0,0.75,
624,mistral,baseline,cot,24.0,0.79,
625,mistral,baseline,cot,25.0,0.77,
626,mistral,baseline,cot,26.0,0.78,
627,mistral,baseline,cot,27.0,0.74,
628,mistral,baseline,cot,28.0,0.76,
629,mistral,baseline,cot,29.0,0.72,
630,mistral,baseline,cot,30.0,0.75,
631,mistral,baseline,cot,31.0,0.76,
632,mistral,baseline,cot,32.0,0.78,
633,mistral,baseline,cot,33.0,0.8,
634,mistral,baseline,cot,34.0,0.75,
635,mistral,baseline,cot,35.0,0.78,
636,mistral,baseline,cot,36.0,0.74,
637,mistral,baseline,cot,37.0,0.79,
638,mistral,baseline,cot,38.0,0.76,
639,mistral,baseline,cot,39.0,0.8200000000000001,
640,mistral,baseline,cot,40.0,0.79,
641,mistral,baseline,cot,41.0,0.78,
642,mistral,baseline,cot,42.0,0.78,
643,mistral,baseline,cot,43.0,0.75,
644,mistral,baseline,cot,44.0,0.8200000000000001,
645,mistral,baseline,cot,45.0,0.74,
646,mistral,baseline,cot,46.0,0.79,
647,mistral,baseline,cot,47.0,0.78,
648,mistral,baseline,cot,48.0,0.75,
649,mistral,baseline,cot,49.0,0.73,
650,mistral,baseline,cot,50.0,0.73,
651,mistral,baseline,cot,51.0,0.77,
652,mistral,baseline,cot,52.0,0.75,
653,mistral,baseline,cot,53.0,0.76,
654,mistral,baseline,cot,54.0,0.76,
655,mistral,baseline,cot,55.0,0.75,
656,mistral,baseline,cot,56.0,0.79,
657,mistral,baseline,cot,57.0,0.75,
658,mistral,baseline,cot,58.0,0.72,
659,mistral,baseline,cot,59.0,0.76,
660,mistral,baseline,cot,60.0,0.76,
661,mistral,baseline,cot,61.0,0.79,
662,mistral,baseline,cot,62.0,0.76,
663,mistral,baseline,cot,63.0,0.77,
664,mistral,baseline,cot,64.0,0.77,
665,mistral,baseline,cot,65.0,0.7,
666,mistral,baseline,cot,66.0,0.75,
667,mistral,baseline,cot,67.0,0.73,
668,mistral,baseline,cot,68.0,0.79,
669,mistral,baseline,cot,69.0,0.8,
670,mistral,baseline,cot,70.0,0.76,
671,mistral,baseline,cot,71.0,0.78,
672,mistral,baseline,cot,72.0,0.76,
673,mistral,baseline,cot,73.0,0.77,
674,mistral,baseline,cot,74.0,0.77,
675,mistral,baseline,cot,75.0,0.79,
676,mistral,baseline,cot,76.0,0.76,
677,mistral,baseline,cot,77.0,0.74,
678,mistral,baseline,cot,78.0,0.79,
679,mistral,baseline,cot,79.0,0.74,
680,mistral,baseline,cot,80.0,0.77,
681,mistral,baseline,cot,81.0,0.77,
682,mistral,baseline,cot,82.0,0.78,
683,mistral,baseline,cot,83.0,0.77,
684,mistral,baseline,cot,84.0,0.76,
685,mistral,baseline,cot,85.0,0.74,
686,mistral,baseline,cot,86.0,0.74,
687,mistral,baseline,cot,87.0,0.72,
688,mistral,baseline,cot,88.0,0.74,
689,mistral,baseline,cot,89.0,0.71,
690,mistral,baseline,cot,90.0,0.73,
691,mistral,baseline,cot,91.0,0.76,
692,mistral,baseline,cot,92.0,0.8,
693,mistral,baseline,cot,93.0,0.74,
694,mistral,baseline,cot,94.0,0.75,
695,mistral,baseline,cot,95.0,0.78,
696,mistral,baseline,cot,96.0,0.8,
697,mistral,baseline,cot,97.0,0.74,
698,mistral,baseline,cot,98.0,0.75,
699,mistral,baseline,cot,99.0,0.75,
700,wizardlm2,baseline,cot,0.0,0.56,
701,wizardlm2,baseline,cot,1.0,0.5700000000000001,
702,wizardlm2,baseline,cot,2.0,0.6,
703,wizardlm2,baseline,cot,3.0,0.6,
704,wizardlm2,baseline,cot,4.0,0.55,
705,wizardlm2,baseline,cot,5.0,0.5900000000000001,
706,wizardlm2,baseline,cot,6.0,0.6100000000000001,
707,wizardlm2,baseline,cot,7.0,0.62,
708,wizardlm2,baseline,cot,8.0,0.55,
709,wizardlm2,baseline,cot,9.0,0.56,
710,wizardlm2,baseline,cot,10.0,0.6100000000000001,
711,wizardlm2,baseline,cot,11.0,0.56,
712,wizardlm2,baseline,cot,12.0,0.5700000000000001,
713,wizardlm2,baseline,cot,13.0,0.53,
714,wizardlm2,baseline,cot,14.0,0.56,
715,wizardlm2,baseline,cot,15.0,0.6,
716,wizardlm2,baseline,cot,16.0,0.54,
717,wizardlm2,baseline,cot,17.0,0.65,
718,wizardlm2,baseline,cot,18.0,0.6100000000000001,
719,wizardlm2,baseline,cot,19.0,0.61,
720,wizardlm2,baseline,cot,20.0,0.56,
721,wizardlm2,baseline,cot,21.0,0.6,
722,wizardlm2,baseline,cot,22.0,0.65,
723,wizardlm2,baseline,cot,23.0,0.5599999999999999,
724,wizardlm2,baseline,cot,24.0,0.6,
725,wizardlm2,baseline,cot,25.0,0.6100000000000001,
726,wizardlm2,baseline,cot,26.0,0.5900000000000001,
727,wizardlm2,baseline,cot,27.0,0.54,
728,wizardlm2,baseline,cot,28.0,0.64,
729,wizardlm2,baseline,cot,29.0,0.6100000000000001,
730,wizardlm2,baseline,cot,30.0,0.6,
731,wizardlm2,baseline,cot,31.0,0.5900000000000001,
732,wizardlm2,baseline,cot,32.0,0.5900000000000001,
733,wizardlm2,baseline,cot,33.0,0.62,
734,wizardlm2,baseline,cot,34.0,0.58,
735,wizardlm2,baseline,cot,35.0,0.6,
736,wizardlm2,baseline,cot,36.0,0.6100000000000001,
737,wizardlm2,baseline,cot,37.0,0.62,
738,wizardlm2,baseline,cot,38.0,0.5900000000000001,
739,wizardlm2,baseline,cot,39.0,0.52,
740,wizardlm2,baseline,cot,40.0,0.6100000000000001,
741,wizardlm2,baseline,cot,41.0,0.58,
742,wizardlm2,baseline,cot,42.0,0.64,
743,wizardlm2,baseline,cot,43.0,0.6,
744,wizardlm2,baseline,cot,44.0,0.6,
745,wizardlm2,baseline,cot,45.0,0.6100000000000001,
746,wizardlm2,baseline,cot,46.0,0.61,
747,wizardlm2,baseline,cot,47.0,0.5900000000000001,
748,wizardlm2,baseline,cot,48.0,0.6,
749,wizardlm2,baseline,cot,49.0,0.6100000000000001,
750,wizardlm2,baseline,cot,50.0,0.63,
751,wizardlm2,baseline,cot,51.0,0.56,
752,wizardlm2,baseline,cot,52.0,0.64,
753,wizardlm2,baseline,cot,53.0,0.54,
754,wizardlm2,baseline,cot,54.0,0.64,
755,wizardlm2,baseline,cot,55.0,0.54,
756,wizardlm2,baseline,cot,56.0,0.65,
757,wizardlm2,baseline,cot,57.0,0.6100000000000001,
758,wizardlm2,baseline,cot,58.0,0.5700000000000001,
759,wizardlm2,baseline,cot,59.0,0.5900000000000001,
760,wizardlm2,baseline,cot,60.0,0.6,
761,wizardlm2,baseline,cot,61.0,0.56,
762,wizardlm2,baseline,cot,62.0,0.62,
763,wizardlm2,baseline,cot,63.0,0.62,
764,wizardlm2,baseline,cot,64.0,0.58,
765,wizardlm2,baseline,cot,65.0,0.62,
766,wizardlm2,baseline,cot,66.0,0.67,
767,wizardlm2,baseline,cot,67.0,0.5900000000000001,
768,wizardlm2,baseline,cot,68.0,0.6,
769,wizardlm2,baseline,cot,69.0,0.5700000000000001,
770,wizardlm2,baseline,cot,70.0,0.55,
771,wizardlm2,baseline,cot,71.0,0.6,
772,wizardlm2,baseline,cot,72.0,0.54,
773,wizardlm2,baseline,cot,73.0,0.6100000000000001,
774,wizardlm2,baseline,cot,74.0,0.5900000000000001,
775,wizardlm2,baseline,cot,75.0,0.56,
776,wizardlm2,baseline,cot,76.0,0.6,
777,wizardlm2,baseline,cot,77.0,0.6,
778,wizardlm2,baseline,cot,78.0,0.6100000000000001,
779,wizardlm2,baseline,cot,79.0,0.67,
780,wizardlm2,baseline,cot,80.0,0.6100000000000001,
781,wizardlm2,baseline,cot,81.0,0.62,
782,wizardlm2,baseline,cot,82.0,0.64,
783,wizardlm2,baseline,cot,83.0,0.65,
784,wizardlm2,baseline,cot,84.0,0.62,
785,wizardlm2,baseline,cot,85.0,0.64,
786,wizardlm2,baseline,cot,86.0,0.5900000000000001,
787,wizardlm2,baseline,cot,87.0,0.6,
788,wizardlm2,baseline,cot,88.0,0.6100000000000001,
789,wizardlm2,baseline,cot,89.0,0.56,
790,wizardlm2,baseline,cot,90.0,0.6,
791,wizardlm2,baseline,cot,91.0,0.5900000000000001,
792,wizardlm2,baseline,cot,92.0,0.6,
793,wizardlm2,baseline,cot,93.0,0.62,
794,wizardlm2,baseline,cot,94.0,0.6,
795,wizardlm2,baseline,cot,95.0,0.5700000000000001,
796,wizardlm2,baseline,cot,96.0,0.5599999999999999,
797,wizardlm2,baseline,cot,97.0,0.6100000000000001,
798,wizardlm2,baseline,cot,98.0,0.5900000000000001,
799,wizardlm2,baseline,cot,99.0,0.54,
800,gpt-3.5-turbo-0125,Democrat,cot,0.0,0.78,0.0051000000000001044
801,gpt-3.5-turbo-0125,Democrat,cot,1.0,0.85,0.07510000000000006
802,gpt-3.5-turbo-0125,Democrat,cot,2.0,0.76,-0.014899999999999913
803,gpt-3.5-turbo-0125,Democrat,cot,3.0,0.76,-0.014899999999999913
804,gpt-3.5-turbo-0125,Democrat,cot,4.0,0.8099999999999999,0.03510000000000002
805,gpt-3.5-turbo-0125,Democrat,cot,5.0,0.82,0.04510000000000003
806,gpt-3.5-turbo-0125,Democrat,cot,6.0,0.77,-0.004899999999999904
807,gpt-3.5-turbo-0125,Democrat,cot,7.0,0.79,0.015100000000000113
808,gpt-3.5-turbo-0125,Democrat,cot,8.0,0.8099999999999999,0.03510000000000002
809,gpt-3.5-turbo-0125,Democrat,cot,9.0,0.77,-0.004899999999999904
810,gpt-3.5-turbo-0125,Democrat,cot,10.0,0.77,-0.004899999999999904
811,gpt-3.5-turbo-0125,Democrat,cot,11.0,0.77,-0.004899999999999904
812,gpt-3.5-turbo-0125,Democrat,cot,12.0,0.8,0.025100000000000122
813,gpt-3.5-turbo-0125,Democrat,cot,13.0,0.82,0.04510000000000003
814,gpt-3.5-turbo-0125,Democrat,cot,14.0,0.82,0.04510000000000003
815,gpt-3.5-turbo-0125,Democrat,cot,15.0,0.75,-0.024899999999999922
816,gpt-3.5-turbo-0125,Democrat,cot,16.0,0.77,-0.004899999999999904
817,gpt-3.5-turbo-0125,Democrat,cot,17.0,0.74,-0.03489999999999993
818,gpt-3.5-turbo-0125,Democrat,cot,18.0,0.85,0.07510000000000006
819,gpt-3.5-turbo-0125,Democrat,cot,19.0,0.85,0.07510000000000006
820,gpt-3.5-turbo-0125,Democrat,cot,20.0,0.82,0.04510000000000003
821,gpt-3.5-turbo-0125,Democrat,cot,21.0,0.82,0.04510000000000003
822,gpt-3.5-turbo-0125,Democrat,cot,22.0,0.75,-0.024899999999999922
823,gpt-3.5-turbo-0125,Democrat,cot,23.0,0.79,0.015100000000000113
824,gpt-3.5-turbo-0125,Democrat,cot,24.0,0.82,0.04510000000000003
825,gpt-3.5-turbo-0125,Democrat,cot,25.0,0.8099999999999999,0.03510000000000002
826,gpt-3.5-turbo-0125,Democrat,cot,26.0,0.8300000000000001,0.05510000000000015
827,gpt-3.5-turbo-0125,Democrat,cot,27.0,0.79,0.015100000000000113
828,gpt-3.5-turbo-0125,Democrat,cot,28.0,0.85,0.07510000000000006
829,gpt-3.5-turbo-0125,Democrat,cot,29.0,0.76,-0.014899999999999913
830,gpt-3.5-turbo-0125,Democrat,cot,30.0,0.82,0.04510000000000003
831,gpt-3.5-turbo-0125,Democrat,cot,31.0,0.86,0.08510000000000006
832,gpt-3.5-turbo-0125,Democrat,cot,32.0,0.82,0.04510000000000003
833,gpt-3.5-turbo-0125,Democrat,cot,33.0,0.77,-0.004899999999999904
834,gpt-3.5-turbo-0125,Democrat,cot,34.0,0.78,0.0051000000000001044
835,gpt-3.5-turbo-0125,Democrat,cot,35.0,0.8300000000000001,0.05510000000000015
836,gpt-3.5-turbo-0125,Democrat,cot,36.0,0.78,0.0051000000000001044
837,gpt-3.5-turbo-0125,Democrat,cot,37.0,0.75,-0.024899999999999922
838,gpt-3.5-turbo-0125,Democrat,cot,38.0,0.74,-0.03489999999999993
839,gpt-3.5-turbo-0125,Democrat,cot,39.0,0.78,0.0051000000000001044
840,gpt-3.5-turbo-0125,Democrat,cot,40.0,0.75,-0.024899999999999922
841,gpt-3.5-turbo-0125,Democrat,cot,41.0,0.8,0.025100000000000122
842,gpt-3.5-turbo-0125,Democrat,cot,42.0,0.8099999999999999,0.03510000000000002
843,gpt-3.5-turbo-0125,Democrat,cot,43.0,0.75,-0.024899999999999922
844,gpt-3.5-turbo-0125,Democrat,cot,44.0,0.8099999999999999,0.03510000000000002
845,gpt-3.5-turbo-0125,Democrat,cot,45.0,0.79,0.015100000000000113
846,gpt-3.5-turbo-0125,Democrat,cot,46.0,0.8,0.025100000000000122
847,gpt-3.5-turbo-0125,Democrat,cot,47.0,0.78,0.0051000000000001044
848,gpt-3.5-turbo-0125,Democrat,cot,48.0,0.76,-0.014899999999999913
849,gpt-3.5-turbo-0125,Democrat,cot,49.0,0.77,-0.004899999999999904
850,gpt-3.5-turbo-0125,Democrat,cot,50.0,0.76,-0.014899999999999913
851,gpt-3.5-turbo-0125,Democrat,cot,51.0,0.77,-0.004899999999999904
852,gpt-3.5-turbo-0125,Democrat,cot,52.0,0.79,0.015100000000000113
853,gpt-3.5-turbo-0125,Democrat,cot,53.0,0.78,0.0051000000000001044
854,gpt-3.5-turbo-0125,Democrat,cot,54.0,0.8,0.025100000000000122
855,gpt-3.5-turbo-0125,Democrat,cot,55.0,0.78,0.0051000000000001044
856,gpt-3.5-turbo-0125,Democrat,cot,56.0,0.8,0.025100000000000122
857,gpt-3.5-turbo-0125,Democrat,cot,57.0,0.78,0.0051000000000001044
858,gpt-3.5-turbo-0125,Democrat,cot,58.0,0.8300000000000001,0.05510000000000015
859,gpt-3.5-turbo-0125,Democrat,cot,59.0,0.8099999999999999,0.03510000000000002
860,gpt-3.5-turbo-0125,Democrat,cot,60.0,0.82,0.04510000000000003
861,gpt-3.5-turbo-0125,Democrat,cot,61.0,0.82,0.04510000000000003
862,gpt-3.5-turbo-0125,Democrat,cot,62.0,0.82,0.04510000000000003
863,gpt-3.5-turbo-0125,Democrat,cot,63.0,0.8099999999999999,0.03510000000000002
864,gpt-3.5-turbo-0125,Democrat,cot,64.0,0.79,0.015100000000000113
865,gpt-3.5-turbo-0125,Democrat,cot,65.0,0.82,0.04510000000000003
866,gpt-3.5-turbo-0125,Democrat,cot,66.0,0.78,0.0051000000000001044
867,gpt-3.5-turbo-0125,Democrat,cot,67.0,0.8300000000000001,0.05510000000000015
868,gpt-3.5-turbo-0125,Democrat,cot,68.0,0.86,0.08510000000000006
869,gpt-3.5-turbo-0125,Democrat,cot,69.0,0.79,0.015100000000000113
870,gpt-3.5-turbo-0125,Democrat,cot,70.0,0.8300000000000001,0.05510000000000015
871,gpt-3.5-turbo-0125,Democrat,cot,71.0,0.8300000000000001,0.05510000000000015
872,gpt-3.5-turbo-0125,Democrat,cot,72.0,0.78,0.0051000000000001044
873,gpt-3.5-turbo-0125,Democrat,cot,73.0,0.85,0.07510000000000006
874,gpt-3.5-turbo-0125,Democrat,cot,74.0,0.82,0.04510000000000003
875,gpt-3.5-turbo-0125,Democrat,cot,75.0,0.8099999999999999,0.03510000000000002
876,gpt-3.5-turbo-0125,Democrat,cot,76.0,0.79,0.015100000000000113
877,gpt-3.5-turbo-0125,Democrat,cot,77.0,0.77,-0.004899999999999904
878,gpt-3.5-turbo-0125,Democrat,cot,78.0,0.8300000000000001,0.05510000000000015
879,gpt-3.5-turbo-0125,Democrat,cot,79.0,0.8099999999999999,0.03510000000000002
880,gpt-3.5-turbo-0125,Democrat,cot,80.0,0.75,-0.024899999999999922
881,gpt-3.5-turbo-0125,Democrat,cot,81.0,0.8300000000000001,0.05510000000000015
882,gpt-3.5-turbo-0125,Democrat,cot,82.0,0.8,0.025100000000000122
883,gpt-3.5-turbo-0125,Democrat,cot,83.0,0.78,0.0051000000000001044
884,gpt-3.5-turbo-0125,Democrat,cot,84.0,0.85,0.07510000000000006
885,gpt-3.5-turbo-0125,Democrat,cot,85.0,0.8,0.025100000000000122
886,gpt-3.5-turbo-0125,Democrat,cot,86.0,0.79,0.015100000000000113
887,gpt-3.5-turbo-0125,Democrat,cot,87.0,0.76,-0.014899999999999913
888,gpt-3.5-turbo-0125,Democrat,cot,88.0,0.85,0.07510000000000006
889,gpt-3.5-turbo-0125,Democrat,cot,89.0,0.78,0.0051000000000001044
890,gpt-3.5-turbo-0125,Democrat,cot,90.0,0.75,-0.024899999999999922
891,gpt-3.5-turbo-0125,Democrat,cot,91.0,0.82,0.04510000000000003
892,gpt-3.5-turbo-0125,Democrat,cot,92.0,0.8,0.025100000000000122
893,gpt-3.5-turbo-0125,Democrat,cot,93.0,0.82,0.04510000000000003
894,gpt-3.5-turbo-0125,Democrat,cot,94.0,0.76,-0.014899999999999913
895,gpt-3.5-turbo-0125,Democrat,cot,95.0,0.8,0.025100000000000122
896,gpt-3.5-turbo-0125,Democrat,cot,96.0,0.8099999999999999,0.03510000000000002
897,gpt-3.5-turbo-0125,Democrat,cot,97.0,0.8099999999999999,0.03510000000000002
898,gpt-3.5-turbo-0125,Democrat,cot,98.0,0.8300000000000001,0.05510000000000015
899,gpt-3.5-turbo-0125,Democrat,cot,99.0,0.8099999999999999,0.03510000000000002
900,gpt-3.5-turbo-0125,Republican,cot,0.0,0.7,-0.07489999999999997
901,gpt-3.5-turbo-0125,Republican,cot,1.0,0.6900000000000001,-0.08489999999999986
902,gpt-3.5-turbo-0125,Republican,cot,2.0,0.6799999999999999,-0.09489999999999998
903,gpt-3.5-turbo-0125,Republican,cot,3.0,0.67,-0.10489999999999988
904,gpt-3.5-turbo-0125,Republican,cot,4.0,0.8,0.025100000000000122
905,gpt-3.5-turbo-0125,Republican,cot,5.0,0.75,-0.024899999999999922
906,gpt-3.5-turbo-0125,Republican,cot,6.0,0.6799999999999999,-0.09489999999999998
907,gpt-3.5-turbo-0125,Republican,cot,7.0,0.6900000000000001,-0.08489999999999986
908,gpt-3.5-turbo-0125,Republican,cot,8.0,0.76,-0.014899999999999913
909,gpt-3.5-turbo-0125,Republican,cot,9.0,0.8099999999999999,0.03510000000000002
910,gpt-3.5-turbo-0125,Republican,cot,10.0,0.77,-0.004899999999999904
911,gpt-3.5-turbo-0125,Republican,cot,11.0,0.6900000000000001,-0.08489999999999986
912,gpt-3.5-turbo-0125,Republican,cot,12.0,0.78,0.0051000000000001044
913,gpt-3.5-turbo-0125,Republican,cot,13.0,0.63,-0.14489999999999992
914,gpt-3.5-turbo-0125,Republican,cot,14.0,0.6900000000000001,-0.08489999999999986
915,gpt-3.5-turbo-0125,Republican,cot,15.0,0.77,-0.004899999999999904
916,gpt-3.5-turbo-0125,Republican,cot,16.0,0.7,-0.07489999999999997
917,gpt-3.5-turbo-0125,Republican,cot,17.0,0.7,-0.07489999999999997
918,gpt-3.5-turbo-0125,Republican,cot,18.0,0.65,-0.1248999999999999
919,gpt-3.5-turbo-0125,Republican,cot,19.0,0.73,-0.04489999999999994
920,gpt-3.5-turbo-0125,Republican,cot,20.0,0.8099999999999999,0.03510000000000002
921,gpt-3.5-turbo-0125,Republican,cot,21.0,0.71,-0.06489999999999996
922,gpt-3.5-turbo-0125,Republican,cot,22.0,0.75,-0.024899999999999922
923,gpt-3.5-turbo-0125,Republican,cot,23.0,0.6799999999999999,-0.09489999999999998
924,gpt-3.5-turbo-0125,Republican,cot,24.0,0.67,-0.10489999999999988
925,gpt-3.5-turbo-0125,Republican,cot,25.0,0.72,-0.05489999999999995
926,gpt-3.5-turbo-0125,Republican,cot,26.0,0.75,-0.024899999999999922
927,gpt-3.5-turbo-0125,Republican,cot,27.0,0.6599999999999999,-0.1149
